report_id,topic_rank,topic,similarity
Summary_of_evaluation_evidence_WFP_s_actions_to_ad,6,Climate_change_adaptation,0.5418
Summary_of_evaluation_evidence_WFP_s_actions_to_ad,7,Country_strategic_planning,0.5312
Summary_of_evaluation_evidence_WFP_s_actions_to_ad,8,Resilience_building,0.5132
Summary_of_evaluation_evidence_WFP_s_actions_to_ad,9,Social_Protection_and_Safety_Nets,0.5007
Summary_of_evaluation_evidence_WFP_s_actions_to_ad,10,Climate_services,0.481
Summary_of_evaluation_evidence_WFP_s_budget_revisi,1,Emergency_Preparedness_and_Response,0.5326
Summary_of_evaluation_evidence_WFP_s_budget_revisi,2,Analyses_and_assessments,0.5177
Summary_of_evaluation_evidence_WFP_s_budget_revisi,3,Country_strategic_planning,0.5021
Summary_of_evaluation_evidence_WFP_s_budget_revisi,4,Emergencies,0.4644
Summary_of_evaluation_evidence_WFP_s_budget_revisi,5,Country_Capacity_Strengthening,0.4173
Summary_of_evaluation_evidence_WFP_s_budget_revisi,6,UN_agencies_and_international_institutions,0.3975
Summary_of_evaluation_evidence_WFP_s_budget_revisi,7,Emergency_relief,0.397
Summary_of_evaluation_evidence_WFP_s_budget_revisi,8,Resilience_building,0.3775
Summary_of_evaluation_evidence_WFP_s_budget_revisi,9,Programme_design,0.3619
Summary_of_evaluation_evidence_WFP_s_budget_revisi,10,Information_Technology_and_Telecommunications_in_Emergencies,0.3612
Supporting_Social_Protection_Systems_in_the_Sahel_,1,Social_Protection_and_Safety_Nets,0.6413
Supporting_Social_Protection_Systems_in_the_Sahel_,2,The_R4_Rural_Resilience_Initiative,0.607
Supporting_Social_Protection_Systems_in_the_Sahel_,3,Humanitarian_Support_and_Services,0.6066
Supporting_Social_Protection_Systems_in_the_Sahel_,4,Cash_transfers,0.5556
Supporting_Social_Protection_Systems_in_the_Sahel_,5,Resilience_building,0.5188
Supporting_Social_Protection_Systems_in_the_Sahel_,6,Programme_design,0.5073
Supporting_Social_Protection_Systems_in_the_Sahel_,7,Nutrition,0.4913
Supporting_Social_Protection_Systems_in_the_Sahel_,8,Partnerships,0.4892
Supporting_Social_Protection_Systems_in_the_Sahel_,9,Climate_risk_management_insurance_and_financing,0.4674
Supporting_Social_Protection_Systems_in_the_Sahel_,10,Food_Assistance_for_Assets,0.457
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,1,Nutrition,0.6035
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,2,Food_fortification,0.5559
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,3,Smallholder_agricultural_market_support,0.5363
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,4,Food_systems,0.4904
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,5,Specialized_nutritious_food,0.4881
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,6,Energy_for_food_security,0.4867
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,7,Partnerships,0.4851
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,8,Food_safety_and_quality,0.4722
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,9,Food_security_analysis,0.4703
Sustainable_Healthy_Diets_in_Cambodia_Evidence_for,10,Seasonal_and_agricultural_monitoring,0.4628
Sustaining_Relief_and_Development_Responses_in_Nig,1,Social_Protection_and_Safety_Nets,0.7496
Sustaining_Relief_and_Development_Responses_in_Nig,2,Resilience_building,0.6589
Sustaining_Relief_and_Development_Responses_in_Nig,3,Humanitarian_Support_and_Services,0.6185
Sustaining_Relief_and_Development_Responses_in_Nig,4,The_R4_Rural_Resilience_Initiative,0.6104
Sustaining_Relief_and_Development_Responses_in_Nig,5,Cash_transfers,0.6088
Sustaining_Relief_and_Development_Responses_in_Nig,6,Resilience_programming,0.5516
Sustaining_Relief_and_Development_Responses_in_Nig,7,Emergency_Preparedness_and_Response,0.5473
Sustaining_Relief_and_Development_Responses_in_Nig,8,Climate_change_adaptation,0.5095
Sustaining_Relief_and_Development_Responses_in_Nig,9,Food_security_analysis,0.502
Sustaining_Relief_and_Development_Responses_in_Nig,10,Energy_for_food_security,0.4949
Synthesis_of_evaluative_evidence_on_the_humanitari,1,Humanitarian_Support_and_Services,0.6361
Synthesis_of_evaluative_evidence_on_the_humanitari,2,Country_Capacity_Strengthening,0.6348
Synthesis_of_evaluative_evidence_on_the_humanitari,3,Gender_equality,0.5823
Synthesis_of_evaluative_evidence_on_the_humanitari,4,Partnerships,0.5774
Synthesis_of_evaluative_evidence_on_the_humanitari,5,UN_agencies_and_international_institutions,0.5695
Synthesis_of_evaluative_evidence_on_the_humanitari,6,Sustainable_development_goals,0.5623
Synthesis_of_evaluative_evidence_on_the_humanitari,7,Food_security_analysis,0.5619
Synthesis_of_evaluative_evidence_on_the_humanitari,8,The_R4_Rural_Resilience_Initiative,0.5501
Synthesis_of_evaluative_evidence_on_the_humanitari,9,Procurement,0.534
Synthesis_of_evaluative_evidence_on_the_humanitari,10,Emergency_Preparedness_and_Response,0.5282
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,1,Analyses_and_assessments,0.5812
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,2,Smallholder_agricultural_market_support,0.5465
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,3,Sustainable_development_goals,0.5079
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,4,Monitoring_evaluation_and_learning,0.5062
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,5,Country_strategic_planning,0.4876
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,6,UN_agencies_and_international_institutions,0.4828
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,7,Sustainable_livelihoods_and_ecosystems,0.4705
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,8,The_R4_Rural_Resilience_Initiative,0.4675
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,9,Private_sector,0.4604
Tanzania_Evaluation_of_the_Farm_to_Market_Alliance,10,Food_Assistance_for_Assets,0.4583
The_Climate_Crisis_and_Hunger,1,Climate_risk_management_insurance_and_financing,0.6098
The_Climate_Crisis_and_Hunger,2,Food_security_analysis,0.5593
The_Climate_Crisis_and_Hunger,3,Climate_change_adaptation,0.5489
The_Climate_Crisis_and_Hunger,4,Food_systems,0.5463
The_Climate_Crisis_and_Hunger,5,Climate_action,0.5395
The_Climate_Crisis_and_Hunger,6,Energy_for_food_security,0.5263
The_Climate_Crisis_and_Hunger,7,Food_safety_and_quality,0.5061
The_Climate_Crisis_and_Hunger,8,Food_Security_Cluster,0.4673
The_Climate_Crisis_and_Hunger,9,Sustainable_livelihoods_and_ecosystems,0.4609
The_Climate_Crisis_and_Hunger,10,Specialized_nutritious_food,0.449
The_State_of_Food_Security_and_Nutrition_in_the_Wo,1,Nutrition,0.6201
The_State_of_Food_Security_and_Nutrition_in_the_Wo,2,Food_security_analysis,0.5912
The_State_of_Food_Security_and_Nutrition_in_the_Wo,3,Corporate_strategy,0.552
The_State_of_Food_Security_and_Nutrition_in_the_Wo,4,Energy_for_food_security,0.5519
The_State_of_Food_Security_and_Nutrition_in_the_Wo,5,In_kind_food_distribution,0.5277
The_State_of_Food_Security_and_Nutrition_in_the_Wo,6,Sustainable_development_goals,0.5251
The_State_of_Food_Security_and_Nutrition_in_the_Wo,7,Food_safety_and_quality,0.5225
The_State_of_Food_Security_and_Nutrition_in_the_Wo,8,Food_systems,0.5009
The_State_of_Food_Security_and_Nutrition_in_the_Wo,9,Smallholder_agricultural_market_support,0.4927
The_State_of_Food_Security_and_Nutrition_in_the_Wo,10,Specialized_nutritious_food,0.4921
The_future_of_food_systems_in_the_Amazon,1,Food_safety_and_quality,0.7044
The_future_of_food_systems_in_the_Amazon,2,Food_systems,0.6721
The_future_of_food_systems_in_the_Amazon,3,Sustainable_livelihoods_and_ecosystems,0.6511
The_future_of_food_systems_in_the_Amazon,4,Partnerships,0.6438
The_future_of_food_systems_in_the_Amazon,5,Food_security_analysis,0.639
The_future_of_food_systems_in_the_Amazon,6,Governance_and_leadership,0.5998
The_future_of_food_systems_in_the_Amazon,7,Nutrition,0.5908
The_future_of_food_systems_in_the_Amazon,8,The_R4_Rural_Resilience_Initiative,0.5737
The_future_of_food_systems_in_the_Amazon,9,Energy_for_food_security,0.5669
The_future_of_food_systems_in_the_Amazon,10,Conflicts,0.5398
The_importance_of_investing_in_the_wellbeing_of_ch,1,School_meals,0.5582
The_importance_of_investing_in_the_wellbeing_of_ch,2,Partnerships,0.5055
The_importance_of_investing_in_the_wellbeing_of_ch,3,Nutrition,0.4786
The_importance_of_investing_in_the_wellbeing_of_ch,4,Energy_for_food_security,0.4425
The_importance_of_investing_in_the_wellbeing_of_ch,5,Humanitarian_Support_and_Services,0.4396
The_importance_of_investing_in_the_wellbeing_of_ch,6,Funding_and_donors,0.4244
The_importance_of_investing_in_the_wellbeing_of_ch,7,Food_security_analysis,0.4172
The_importance_of_investing_in_the_wellbeing_of_ch,8,The_R4_Rural_Resilience_Initiative,0.4122
The_importance_of_investing_in_the_wellbeing_of_ch,9,Food_Assistance_for_Assets,0.4072
The_importance_of_investing_in_the_wellbeing_of_ch,10,Sustainable_development_goals,0.4009
The_importance_of_school_meals_programmes_in_fragi,1,Conflicts,0.7225
The_importance_of_school_meals_programmes_in_fragi,2,School_meals,0.7037
The_importance_of_school_meals_programmes_in_fragi,3,Emergencies,0.6979
The_importance_of_school_meals_programmes_in_fragi,4,Emergency_Preparedness_and_Response,0.6536
The_importance_of_school_meals_programmes_in_fragi,5,Resilience_programming,0.6118
The_importance_of_school_meals_programmes_in_fragi,6,Emergency_relief,0.6017
The_importance_of_school_meals_programmes_in_fragi,7,The_R4_Rural_Resilience_Initiative,0.5989
The_importance_of_school_meals_programmes_in_fragi,8,Resilience_building,0.588
The_importance_of_school_meals_programmes_in_fragi,9,Food_safety_and_quality,0.584
The_importance_of_school_meals_programmes_in_fragi,10,Humanitarian_Support_and_Services,0.5839
The_role_of_clean_energy_in_food_value_chains,1,Energy_for_food_security,0.6536
The_role_of_clean_energy_in_food_value_chains,2,Logistics_and_delivery_networks,0.5758
The_role_of_clean_energy_in_food_value_chains,3,Local_market_developments,0.5258
The_role_of_clean_energy_in_food_value_chains,4,School_meals,0.5189
The_role_of_clean_energy_in_food_value_chains,5,Sustainable_livelihoods_and_ecosystems,0.5108
The_role_of_clean_energy_in_food_value_chains,6,Smallholder_agricultural_market_support,0.5095
The_role_of_clean_energy_in_food_value_chains,7,Food_systems,0.4782
The_role_of_clean_energy_in_food_value_chains,8,Food_Assistance_for_Assets,0.4618
The_role_of_clean_energy_in_food_value_chains,9,Partnerships,0.4609
The_role_of_clean_energy_in_food_value_chains,10,Food_security_analysis,0.4564
Thematic_Fact_Sheets_Philippines,1,Food_fortification,0.481
Thematic_Fact_Sheets_Philippines,2,The_R4_Rural_Resilience_Initiative,0.4617
Thematic_Fact_Sheets_Philippines,3,School_meals,0.4378
Thematic_Fact_Sheets_Philippines,4,Nutrition,0.3935
Thematic_Fact_Sheets_Philippines,5,Food_Security_Cluster,0.3861
Thematic_Fact_Sheets_Philippines,6,Food_Assistance,0.3751
Thematic_Fact_Sheets_Philippines,7,Smallholder_agricultural_market_support,0.374
Thematic_Fact_Sheets_Philippines,8,Energy_for_food_security,0.3737
Thematic_Fact_Sheets_Philippines,9,Partnerships,0.3714
Thematic_Fact_Sheets_Philippines,10,Food_security_analysis,0.3679
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,1,Nutrition,0.5961
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,2,Food_security_analysis,0.5865
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,3,Food_safety_and_quality,0.5062
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,4,Specialized_nutritious_food,0.4876
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,5,Energy_for_food_security,0.4861
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,6,In_kind_food_distribution,0.4785
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,7,Market_analysis,0.4562
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,8,Food_systems,0.4205
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,9,Zero_Hunger,0.4198
Timor_Leste_Cost_of_Diet_Analysis_2023_Update,10,Food_Assistance,0.4131
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,1,School_meals,0.2663
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,2,Zero_Hunger,0.2357
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,3,Food_safety_and_quality,0.2202
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,4,Innovation,0.1978
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,5,Gender_equality,0.1879
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,6,Food_fortification,0.186
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,7,Anticipatory_Action,0.1719
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,8,Country_Capacity_Strengthening,0.1716
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,9,Food_systems,0.1623
Timor_Leste_School_Feeding_Recipe_Book_2023_Reseit,10,Centre_of_Excellence,0.1619
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,1,Humanitarian_Support_and_Services,0.468
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,2,Food_Assistance,0.4169
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,3,The_R4_Rural_Resilience_Initiative,0.3765
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,4,Food_Assistance_for_Assets,0.3573
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,5,Emergency_relief,0.3265
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,6,Emergency_Preparedness_and_Response,0.3246
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,7,Gender_equality,0.3221
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,8,Food_fortification,0.3103
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,9,Food_security_analysis,0.2969
Turkiye_In_Camp_E_Voucher_Programme_Factsheet_2023,10,UN_Humanitarian_Air_Service,0.2959
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,1,Social_Protection_and_Safety_Nets,0.5112
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,2,Humanitarian_Support_and_Services,0.457
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,3,Emergency_Preparedness_and_Response,0.4369
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,4,Programme_design,0.4123
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,5,The_R4_Rural_Resilience_Initiative,0.3989
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,6,Resilience_building,0.3933
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,7,Analyses_and_assessments,0.3916
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,8,Food_Assistance_for_Assets,0.374
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,9,Emergencies,0.3493
Turkiye_In_Camp_E_Voucher_Programme_Factsheets_202,10,Emergency_relief,0.347
UNHAS_Annual_Review_2024_Facilitating_global_human,1,UN_Humanitarian_Air_Service,0.7459
UNHAS_Annual_Review_2024_Facilitating_global_human,2,Innovation,0.6604
UNHAS_Annual_Review_2024_Facilitating_global_human,3,Humanitarian_Support_and_Services,0.617
UNHAS_Annual_Review_2024_Facilitating_global_human,4,Partnerships,0.5911
UNHAS_Annual_Review_2024_Facilitating_global_human,5,Environmental_and_social_sustainability,0.571
UNHAS_Annual_Review_2024_Facilitating_global_human,6,Food_Assistance,0.5472
UNHAS_Annual_Review_2024_Facilitating_global_human,7,Sustainable_development_goals,0.5317
UNHAS_Annual_Review_2024_Facilitating_global_human,8,Funding_and_donors,0.5117
UNHAS_Annual_Review_2024_Facilitating_global_human,9,Food_security_analysis,0.486
UNHAS_Annual_Review_2024_Facilitating_global_human,10,Food_Assistance_for_Assets,0.4699
UNHAS_Chad_Monthly_Reports_2024,1,Humanitarian_Support_and_Services,0.556
UNHAS_Chad_Monthly_Reports_2024,2,The_R4_Rural_Resilience_Initiative,0.4155
UNHAS_Chad_Monthly_Reports_2024,3,UN_Humanitarian_Air_Service,0.4144
UNHAS_Chad_Monthly_Reports_2024,4,Emergency_Preparedness_and_Response,0.379
UNHAS_Chad_Monthly_Reports_2024,5,Emergency_relief,0.3146
UNHAS_Chad_Monthly_Reports_2024,6,Funding_and_donors,0.2918
UNHAS_Chad_Monthly_Reports_2024,7,UN_agencies_and_international_institutions,0.2855
UNHAS_Chad_Monthly_Reports_2024,8,Sustainable_livelihoods_and_ecosystems,0.2853
UNHAS_Chad_Monthly_Reports_2024,9,Resilience_building,0.2827
UNHAS_Chad_Monthly_Reports_2024,10,Food_Assistance_for_Assets,0.2826
UN_WFP_India_Quarterly_Bulletin_April_June_2023,1,Climate_change_adaptation,0.6029
UN_WFP_India_Quarterly_Bulletin_April_June_2023,2,The_R4_Rural_Resilience_Initiative,0.553
UN_WFP_India_Quarterly_Bulletin_April_June_2023,3,Logistics_and_delivery_networks,0.5486
UN_WFP_India_Quarterly_Bulletin_April_June_2023,4,Sustainable_livelihoods_and_ecosystems,0.5112
UN_WFP_India_Quarterly_Bulletin_April_June_2023,5,Funding_and_donors,0.4745
UN_WFP_India_Quarterly_Bulletin_April_June_2023,6,Seasonal_and_agricultural_monitoring,0.4623
UN_WFP_India_Quarterly_Bulletin_April_June_2023,7,Climate_action,0.4583
UN_WFP_India_Quarterly_Bulletin_April_June_2023,8,Monitoring,0.4503
UN_WFP_India_Quarterly_Bulletin_April_June_2023,9,Climate_risk_management_insurance_and_financing,0.4448
UN_WFP_India_Quarterly_Bulletin_April_June_2023,10,Food_Assistance,0.4427
UN_WFP_India_Quarterly_Bulletins,1,Partnerships,0.5563
UN_WFP_India_Quarterly_Bulletins,2,Food_security_analysis,0.4865
UN_WFP_India_Quarterly_Bulletins,3,Food_Assistance_for_Assets,0.4796
UN_WFP_India_Quarterly_Bulletins,4,Energy_for_food_security,0.4636
UN_WFP_India_Quarterly_Bulletins,5,Food_systems,0.4508
UN_WFP_India_Quarterly_Bulletins,6,Food_Security_Cluster,0.4492
UN_WFP_India_Quarterly_Bulletins,7,Seasonal_and_agricultural_monitoring,0.4428
UN_WFP_India_Quarterly_Bulletins,8,Climate_services,0.4318
UN_WFP_India_Quarterly_Bulletins,9,Food_Assistance,0.431
UN_WFP_India_Quarterly_Bulletins,10,Smallholder_agricultural_market_support,0.4086
United_Nations_Humanitarian_Air_Service_UNHAS_2020,1,UN_Humanitarian_Air_Service,0.6196
United_Nations_Humanitarian_Air_Service_UNHAS_2020,2,Humanitarian_Support_and_Services,0.5718
United_Nations_Humanitarian_Air_Service_UNHAS_2020,3,Emergency_relief,0.5219
United_Nations_Humanitarian_Air_Service_UNHAS_2020,4,Emergency_Preparedness_and_Response,0.4857
United_Nations_Humanitarian_Air_Service_UNHAS_2020,5,Funding_and_donors,0.4655
United_Nations_Humanitarian_Air_Service_UNHAS_2020,6,Logistics_and_delivery_networks,0.4593
United_Nations_Humanitarian_Air_Service_UNHAS_2020,7,Zero_Hunger,0.4498
United_Nations_Humanitarian_Air_Service_UNHAS_2020,8,The_R4_Rural_Resilience_Initiative,0.4386
United_Nations_Humanitarian_Air_Service_UNHAS_2020,9,Emergencies,0.4189
United_Nations_Humanitarian_Air_Service_UNHAS_2020,10,Information_Technology_and_Telecommunications_in_Emergencies,0.3849
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,1,UN_Humanitarian_Air_Service,0.6716
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,2,Humanitarian_Support_and_Services,0.589
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,3,Emergency_relief,0.5466
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,4,Funding_and_donors,0.5184
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,5,Emergency_Preparedness_and_Response,0.5162
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,6,The_R4_Rural_Resilience_Initiative,0.5093
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,7,Emergencies,0.5077
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,8,Food_security_analysis,0.4903
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,9,Climate_change_adaptation,0.4895
United_Nations_Humanitarian_Air_Service_UNHAS_Annu,10,Sustainable_development_goals,0.4755
Unlocking_Sustainable_Solutions_through_Systems_Th,1,Food_systems,0.7106
Unlocking_Sustainable_Solutions_through_Systems_Th,2,Sustainable_development_goals,0.6735
Unlocking_Sustainable_Solutions_through_Systems_Th,3,Country_strategic_planning,0.6704
Unlocking_Sustainable_Solutions_through_Systems_Th,4,The_R4_Rural_Resilience_Initiative,0.6129
Unlocking_Sustainable_Solutions_through_Systems_Th,5,Nutrition,0.6051
Unlocking_Sustainable_Solutions_through_Systems_Th,6,Environmental_and_social_sustainability,0.5964
Unlocking_Sustainable_Solutions_through_Systems_Th,7,Climate_change_adaptation,0.575
Unlocking_Sustainable_Solutions_through_Systems_Th,8,Food_safety_and_quality,0.5702
Unlocking_Sustainable_Solutions_through_Systems_Th,9,Supply_chain,0.5675
Unlocking_Sustainable_Solutions_through_Systems_Th,10,Specialized_nutritious_food,0.565
Unlocking_the_Potential_of_Digital_Payments_for_So,1,Partnerships,0.5747
Unlocking_the_Potential_of_Digital_Payments_for_So,2,Food_security_analysis,0.5547
Unlocking_the_Potential_of_Digital_Payments_for_So,3,Food_safety_and_quality,0.515
Unlocking_the_Potential_of_Digital_Payments_for_So,4,Food_Assistance,0.5133
Unlocking_the_Potential_of_Digital_Payments_for_So,5,Nutrition,0.5095
Unlocking_the_Potential_of_Digital_Payments_for_So,6,Information_Technology_and_Telecommunications_in_Emergencies,0.5022
Unlocking_the_Potential_of_Digital_Payments_for_So,7,Food_systems,0.4893
Unlocking_the_Potential_of_Digital_Payments_for_So,8,Cash_transfers,0.4811
Unlocking_the_Potential_of_Digital_Payments_for_So,9,Analyses_and_assessments,0.4628
Unlocking_the_Potential_of_Digital_Payments_for_So,10,Humanitarian_Support_and_Services,0.4603
Update_to_the_WFP_Management_Plan_2025_2027_,1,Funding_and_donors,0.6303
Update_to_the_WFP_Management_Plan_2025_2027_,2,Rome_based_agencies,0.518
Update_to_the_WFP_Management_Plan_2025_2027_,3,Humanitarian_Support_and_Services,0.5022
Update_to_the_WFP_Management_Plan_2025_2027_,4,Country_strategic_planning,0.4883
Update_to_the_WFP_Management_Plan_2025_2027_,5,Corporate_strategy,0.4681
Update_to_the_WFP_Management_Plan_2025_2027_,6,Climate_risk_management_insurance_and_financing,0.4678
Update_to_the_WFP_Management_Plan_2025_2027_,7,Country_Capacity_Strengthening,0.4649
Update_to_the_WFP_Management_Plan_2025_2027_,8,Procurement,0.4599
Update_to_the_WFP_Management_Plan_2025_2027_,9,The_R4_Rural_Resilience_Initiative,0.4563
Update_to_the_WFP_Management_Plan_2025_2027_,10,Governance_and_leadership,0.443
Virtual_Exchanges_Remote_Support_to_Countries,1,South_South_cooperation,0.6306
Virtual_Exchanges_Remote_Support_to_Countries,2,Partnerships,0.63
Virtual_Exchanges_Remote_Support_to_Countries,3,Sustainable_development_goals,0.5777
Virtual_Exchanges_Remote_Support_to_Countries,4,School_meals,0.5272
Virtual_Exchanges_Remote_Support_to_Countries,5,Country_Capacity_Strengthening,0.5165
Virtual_Exchanges_Remote_Support_to_Countries,6,Sustainable_livelihoods_and_ecosystems,0.4528
Virtual_Exchanges_Remote_Support_to_Countries,7,Food_systems,0.4497
Virtual_Exchanges_Remote_Support_to_Countries,8,Environmental_and_social_sustainability,0.443
Virtual_Exchanges_Remote_Support_to_Countries,9,Country_strategic_planning,0.4399
Virtual_Exchanges_Remote_Support_to_Countries,10,Corporate_strategy,0.4384
WFP_2025_Global_Outlook,1,Food_security_analysis,0.4565
WFP_2025_Global_Outlook,2,Energy_for_food_security,0.3646
WFP_2025_Global_Outlook,3,Food_safety_and_quality,0.3494
WFP_2025_Global_Outlook,4,Food_Security_Cluster,0.346
WFP_2025_Global_Outlook,5,The_R4_Rural_Resilience_Initiative,0.3427
WFP_2025_Global_Outlook,6,Country_strategic_planning,0.3343
WFP_2025_Global_Outlook,7,Food_fortification,0.332
WFP_2025_Global_Outlook,8,Food_Assistance,0.321
WFP_2025_Global_Outlook,9,Country_Capacity_Strengthening,0.3085
WFP_2025_Global_Outlook,10,UN_agencies_and_international_institutions,0.2964
WFP_Annual_Report_on_Flexible_Funding_2024,1,Resilience_building,0.7469
WFP_Annual_Report_on_Flexible_Funding_2024,2,The_R4_Rural_Resilience_Initiative,0.7054
WFP_Annual_Report_on_Flexible_Funding_2024,3,Resilience_programming,0.5994
WFP_Annual_Report_on_Flexible_Funding_2024,4,Food_security_analysis,0.5798
WFP_Annual_Report_on_Flexible_Funding_2024,5,Funding_and_donors,0.5775
WFP_Annual_Report_on_Flexible_Funding_2024,6,Humanitarian_Support_and_Services,0.5704
WFP_Annual_Report_on_Flexible_Funding_2024,7,Food_safety_and_quality,0.5692
WFP_Annual_Report_on_Flexible_Funding_2024,8,School_meals,0.5592
WFP_Annual_Report_on_Flexible_Funding_2024,9,Sustainable_development_goals,0.5577
WFP_Annual_Report_on_Flexible_Funding_2024,10,Food_Assistance,0.5476
WFP_Annual_Review,1,Funding_and_donors,0.5799
WFP_Annual_Review,2,Innovation,0.5444
WFP_Annual_Review,3,Nutrition,0.5377
WFP_Annual_Review,4,Climate_change_adaptation,0.5376
WFP_Annual_Review,5,Partnerships,0.5241
WFP_Annual_Review,6,School_meals,0.5172
WFP_Annual_Review,7,Humanitarian_Support_and_Services,0.5062
WFP_Annual_Review,8,The_R4_Rural_Resilience_Initiative,0.5032
WFP_Annual_Review,9,Private_sector,0.5026
WFP_Annual_Review,10,Resilience_building,0.4942
WFP_Bangladesh_Market_Monitor,1,In_kind_food_distribution,0.3835
WFP_Bangladesh_Market_Monitor,2,Market_analysis,0.3719
WFP_Bangladesh_Market_Monitor,3,Procurement,0.3628
WFP_Bangladesh_Market_Monitor,4,Energy_for_food_security,0.3478
WFP_Bangladesh_Market_Monitor,5,School_meals,0.3361
WFP_Bangladesh_Market_Monitor,6,Food_Assistance,0.3283
WFP_Bangladesh_Market_Monitor,7,Food_security_analysis,0.3129
WFP_Bangladesh_Market_Monitor,8,Food_systems,0.3118
WFP_Bangladesh_Market_Monitor,9,Food_fortification,0.3115
WFP_Bangladesh_Market_Monitor,10,Food_Assistance_for_Assets,0.2995
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,1,Food_security_analysis,0.6103
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,2,Nutrition,0.5563
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,3,Energy_for_food_security,0.5134
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,4,Food_safety_and_quality,0.5065
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,5,Food_Security_Cluster,0.4993
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,6,Food_Assistance,0.4544
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,7,In_kind_food_distribution,0.44
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,8,Food_Assistance_for_Assets,0.4393
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,9,Seasonal_and_agricultural_monitoring,0.4375
WFP_Bangladesh_Mobile_Vulnerability_Analysis_and_M,10,Food_fortification,0.436
WFP_Bangladesh_Rohingya_Refugee_Response_Market_As,1,Food_security_analysis,0.5738
